=======================================================
Ник                           ДКП     % нормы
Frenᶠʳ                          0        0.00
Sobr不屈01 F                      0        0.00
阴阳Badger                        0        0.00
مهدينامت                        0        0.00
Правитель226872624              0        0.00
Ninja Turtle 9                  0        0.00
petynszki                       0        0.00
Ninja Turtle 10                 0        0.00
Raül                            0        0.00
jes farm                        0        0.00
Alperenksgn                     0        0.00
F BauLuR4                       0        0.00
Gubernur211405383               0        0.00
HARU FARM                       0        0.00
Someone55 F2                    0        0.00
EyAd                            0        0.00
Geraldinho                      0        0.00
الحاكم208832564                 0        0.00
Revenor F3                      0        0.00
Ladycas                         0        0.00
DominusSlav                     0        0.00
Mertyh                          0        0.00
3MT f1                          0        0.00
RIP F2 不屈01                     0        0.00
ILiketwd                        0        0.00
Правитель226870235              0        0.00
Roninff                         0        0.00
SebasF5                         0        0.00
king of Greece                  0        0.00
Nessaya02                       0        0.00
SEyübiF2                        0        0.00
WanderF4                        0        0.00
StoneCastle                     0        0.00
MonolitH                        0        0.00
Citrus不屈01                      0        0.00
Правитель208813663              0        0.00
ChaRisyA FM4                    0        0.00
3MT f2                          0        0.00
AzRa eL V                       0        0.00
Правитель226870438              0        0.00
mèoYuri2                        0        0.00
Governor219664265               0        0.00
Thống đốc215757005              0        0.00
farmSerdцe                      0        0.00
Sapphire farm                   0        0.00
阴阳 Pedro F                      0        0.00
VarsiSlave                      0        0.00
Muhammad996farm                 0        0.00
ᴰᴾparzifarm                     0        0.00
Sinameki                        0        0.00
Lukapekka                       0        0.00
Правитель226837435              0        0.00
Rindfleischetik                 0        0.00
금똥이                             0        0.00
Auu7                            0        0.00
Правитель226872160              0        0.00
Thống đốc217892662              0        0.00
OKメFarmingLife                  0        0.00
Thống đốc217892660              0        0.00
Governor227705783               0        0.00
Правитель226843426              0        0.00
Regno di BorgoV                 0        0.00
oguzhanaln02                    0        0.00
Sivokho                         0        0.00
Правитель208835136              0        0.00
阴阳 quaza fm                     0        0.00
farmRaise1                      0        0.00
الحاكم208790877                 0        0.00
escanorFARM5                    0        0.00
Muhammad96Farm2                 0        0.00
Hurfure9                        0        0.00
lost coast                      0        0.00
QZR Rakhym2014                  0        0.00
义TC EFE义10                      0        0.00
Правитель227918558              0        0.00
Qiqi8810                        0        0.00
U8kc                            0        0.00
C15kc                           0        0.00
SUigeneRIsss                    0        0.00
Governor227735303               0        0.00
escanorFARM6                    0        0.00
Правитель227918798              0        0.00
jelemaan farm                   0        0.00
义TC EFE义11                      0        0.00
ota メ f3                        0        0.00
Правитель208800423              0        0.00
Правитель226869134              0        0.00
Ержант                          0        0.00
Gidfarm01                       0        0.00
Ayman farm6                     0        0.00
Salentris                       0        0.00
U9kc                            0        0.00
Muhammad96Farm3                 0        0.00
Hussein Riad                    0        0.00
marcof4                         0        0.00
Правитель226862451              0        0.00
master8454                      0        0.00
Governor225547306               0        0.00
OWB                             0        0.00
Правитель226869758              0        0.00
OSメCONQUEROR                    0        0.00
C14kc                           0        0.00
llllATEŞᴿˢ                      0        0.00
Gcgcc                           0        0.00
Правитель226862925              0        0.00
MhyrA                           0        0.00
Rôunders                        0        0.00
Rin rin xd                      0        0.00
Governor208839655               0        0.00
whois                           0        0.00
Governor208833463               0        0.00
ota メ f2                        0        0.00
ABO ياسين 901                   0        0.00
TC EFE 101                      0        0.00
Moonu80                         0        0.00
Fahad F46                       0        0.00
Pivko po skidke                 0        0.00
الحاكم208779424                 0        0.00
Governor208782868               0        0.00
fahdah                          0        0.00
Stevie and  bea                 0        0.00
Mouniu2345                      0        0.00
Правитель208776707              0        0.00
MarcusAurealis                  0        0.00
Gouverneur208891772             0        0.00
Vali208817644                   0        0.00
Vali208811775                   0        0.00
ashfarm3                        0        0.00
ᶠᵃʳᵐGJB                         0        0.00
stormcrow1tw4                   0        0.00
Bozkurtlarr61                   0        0.00
sua fang                        0        0.00
Vali208824916                   0        0.00
Governor208784664               0        0.00
Vali208838725                   0        0.00
AFK 17                          0        0.00
Giappone oscuro                 0        0.00
ZENAKU123456789                 0        0.00
Isczayee                        0        0.00
Vali208816779                   0        0.00
nihatabbaszade                  0        0.00
Governatore208815802            0        0.00
Governor208809700               0        0.00
阴阳 NISRA 2                      0        0.00
Правитель227708614              0        0.00
Governor224655903               0        0.00
Governor221759875               0        0.00
Eldrisaralor                    0        0.00
Zorveramir                      0        0.00
Governor224048636               0        0.00
Governor224051246               0        0.00
Governor223887926               0        0.00
Governor225574764               0        0.00
Governor223704137               0        0.00
Governor225677011               0        0.00
БаБуИн                          0        0.00
Van 不屈01                        0        0.00
klytriˢᵛ                        0        0.00
joker不屈01                       0        0.00
ÇAKIR R                         0        0.00
Revenor Farm                    0        0.00
